timestamp,src_ip,dst_ip,error,status
2026-06-07 20:24:47.785134,192.168.1.8,20.44.10.122,51570.29296875,THREAT
2026-06-07 20:24:47.790956,192.168.1.8,20.44.10.122,51570.29296875,THREAT
2026-06-07 20:24:47.796950,192.168.1.8,20.44.10.122,51570.29296875,THREAT
2026-06-07 20:24:47.802972,192.168.1.8,20.44.10.122,51570.29296875,THREAT
2026-06-07 20:24:47.814012,192.168.1.8,20.44.10.122,51570.29296875,THREAT
2026-06-07 20:24:47.818716,192.168.1.8,20.44.10.122,51570.29296875,THREAT
2026-06-07 20:24:47.830698,192.168.1.8,20.44.10.122,51570.29296875,THREAT
2026-06-07 20:24:47.835831,192.168.1.8,20.44.10.122,51570.29296875,THREAT
2026-06-07 20:24:47.847820,192.168.1.8,20.44.10.122,51570.29296875,THREAT
2026-06-07 20:24:47.852696,192.168.1.8,20.44.10.122,51570.29296875,THREAT
2026-06-07 20:24:47.862986,192.168.1.8,20.44.10.122,27419.169921875,THREAT
2026-06-07 20:24:47.880394,192.168.1.8,20.44.10.122,51570.29296875,THREAT
2026-06-07 20:24:47.885243,192.168.1.8,20.44.10.122,51570.29296875,THREAT
2026-06-07 20:24:47.893116,192.168.1.8,20.44.10.122,867.236572265625,THREAT
2026-06-07 20:24:47.897634,20.184.175.9,192.168.1.8,77.50401306152344,THREAT
2026-06-07 20:24:47.905187,20.184.175.9,192.168.1.8,6111.853515625,THREAT
2026-06-07 20:24:47.915035,192.168.1.8,20.184.175.9,77.50401306152344,THREAT
2026-06-07 20:24:47.919995,192.168.1.8,20.184.175.9,6234.41455078125,THREAT
2026-06-07 20:24:47.927183,192.168.1.8,20.184.175.9,48092.73046875,THREAT
2026-06-07 20:24:47.932663,20.42.65.89,192.168.1.8,77.50401306152344,THREAT
2026-06-07 20:24:47.937188,20.42.65.89,192.168.1.8,6111.853515625,THREAT
2026-06-07 20:24:47.947085,192.168.1.8,20.42.65.89,77.50401306152344,THREAT
2026-06-07 20:24:47.951445,192.168.1.8,20.42.65.89,6283.7802734375,THREAT
2026-06-07 20:24:47.960983,192.168.1.8,20.42.65.89,51012.2421875,THREAT
2026-06-07 20:24:48.037971,192.168.1.6,224.0.0.251,6171.1708984375,THREAT
2026-06-07 20:24:48.043812,20.44.10.122,192.168.1.8,77.50401306152344,THREAT
2026-06-07 20:24:48.053531,20.44.10.122,192.168.1.8,77.50401306152344,THREAT
2026-06-07 20:24:48.064479,20.44.10.122,192.168.1.8,77.50401306152344,THREAT
2026-06-07 20:24:48.070857,20.44.10.122,192.168.1.8,77.50401306152344,THREAT
2026-06-07 20:24:48.081470,20.44.10.122,192.168.1.8,77.50401306152344,THREAT
2026-06-07 20:24:48.088603,20.44.10.122,192.168.1.8,77.50401306152344,THREAT
2026-06-07 20:24:48.100074,20.44.10.122,192.168.1.8,77.50401306152344,THREAT
2026-06-07 20:24:48.107824,20.44.10.122,192.168.1.8,555.8056640625,THREAT
2026-06-07 20:24:48.118090,192.168.1.8,20.44.10.122,77.50401306152344,THREAT
2026-06-07 20:24:48.130212,20.184.175.9,192.168.1.8,77.50401306152344,THREAT
2026-06-07 20:24:48.160670,20.42.65.89,192.168.1.8,77.50401306152344,THREAT
2026-06-07 20:24:48.164655,20.42.65.89,192.168.1.8,6111.853515625,THREAT
2026-06-07 20:24:48.169634,192.168.1.8,20.42.65.89,77.50401306152344,THREAT
2026-06-07 20:24:48.284295,20.184.175.9,192.168.1.8,6111.853515625,THREAT
2026-06-07 20:24:48.288878,192.168.1.8,20.184.175.9,77.50401306152344,THREAT
2026-06-07 20:24:48.293152,192.168.1.8,20.184.175.9,6234.41455078125,THREAT
2026-06-07 20:24:48.301158,192.168.1.8,20.184.175.9,48092.73046875,THREAT
2026-06-07 20:24:48.409701,192.168.1.8,35.237.69.59,548.5609741210938,THREAT
2026-06-07 20:24:48.415262,192.168.1.8,35.237.69.59,225.2129669189453,THREAT
2026-06-07 20:24:48.462837,192.168.1.8,35.237.69.59,548.5609741210938,THREAT
2026-06-07 20:24:48.558237,20.184.175.9,192.168.1.8,77.50401306152344,THREAT
2026-06-07 20:24:48.673502,20.184.175.9,192.168.1.8,6111.853515625,THREAT
2026-06-07 20:24:48.677752,192.168.1.8,20.184.175.9,77.50401306152344,THREAT
2026-06-07 20:24:48.681789,192.168.1.8,20.184.175.9,6234.41455078125,THREAT
2026-06-07 20:24:48.695242,192.168.1.8,20.184.175.9,51153.4140625,THREAT
2026-06-07 20:24:48.701484,35.237.69.59,192.168.1.8,77.50401306152344,THREAT
2026-06-07 20:24:48.710138,35.237.69.59,192.168.1.8,77.50401306152344,THREAT
2026-06-07 20:24:48.714588,35.237.69.59,192.168.1.8,225.2129669189453,THREAT
2026-06-07 20:24:48.718997,35.237.69.59,192.168.1.8,804.5852661132812,THREAT
2026-06-07 20:24:48.723742,192.168.1.8,35.237.69.59,77.50401306152344,THREAT
2026-06-07 20:24:48.731738,192.168.1.8,35.237.69.59,541.3658447265625,THREAT
2026-06-07 20:24:48.736381,192.168.1.8,35.237.69.59,51570.29296875,THREAT
